# t,y_pred
0.000000000000000000e+00,-2.389773726463317871e-05
4.545454401522874832e-03,7.679685950279235840e-05
9.090908803045749664e-03,3.791116178035736084e-04
1.363636367022991180e-02,8.830986917018890381e-04
1.818181760609149933e-02,1.589547842741012573e-03
2.272727340459823608e-02,2.497997134923934937e-03
2.727272734045982361e-02,3.609102219343185425e-03
3.181818127632141113e-02,4.922058433294296265e-03
3.636363521218299866e-02,6.437558680772781372e-03
4.090908914804458618e-02,8.155714720487594604e-03
4.545454680919647217e-02,1.007652655243873596e-02
5.000000074505805969e-02,1.219967380166053772e-02
5.454545468091964722e-02,1.452551409602165222e-02
5.909090861678123474e-02,1.705461367964744568e-02
6.363636255264282227e-02,1.978624239563941956e-02
6.818182021379470825e-02,2.272084727883338928e-02
7.272727042436599731e-02,2.585797384381294250e-02
7.727272808551788330e-02,2.919791266322135925e-02
8.181817829608917236e-02,3.274111077189445496e-02
8.636363595724105835e-02,3.648732975125312805e-02
9.090909361839294434e-02,4.043567553162574768e-02
9.545454382896423340e-02,4.458725079894065857e-02
1.000000014901161194e-01,4.894170537590980530e-02
1.045454517006874084e-01,5.349870398640632629e-02
1.090909093618392944e-01,5.825909599661827087e-02
1.136363670229911804e-01,6.322151422500610352e-02
1.181818172335624695e-01,6.838694214820861816e-02
1.227272748947143555e-01,7.375462353229522705e-02
1.272727251052856445e-01,7.932525873184204102e-02
1.318181753158569336e-01,8.509880304336547852e-02
1.363636404275894165e-01,9.107449650764465332e-02
1.409090906381607056e-01,9.725259244441986084e-02
1.454545408487319946e-01,1.036332845687866211e-01
1.500000059604644775e-01,1.102160364389419556e-01
1.545454561710357666e-01,1.170015186071395874e-01
1.590909063816070557e-01,1.239892840385437012e-01
1.636363565921783447e-01,1.311788409948348999e-01
1.681818217039108276e-01,1.385708749294281006e-01
1.727272719144821167e-01,1.461647003889083862e-01
1.772727221250534058e-01,1.539610624313354492e-01
1.818181872367858887e-01,1.619586944580078125e-01
1.863636374473571777e-01,1.701586991548538208e-01
1.909090876579284668e-01,1.785607933998107910e-01
1.954545527696609497e-01,1.871645748615264893e-01
2.000000029802322388e-01,1.959701478481292725e-01
2.045454531908035278e-01,2.049778401851654053e-01
2.090909034013748169e-01,2.141866236925125122e-01
2.136363685131072998e-01,2.235974520444869995e-01
2.181818187236785889e-01,2.332099527120590210e-01
2.227272689342498779e-01,2.430241852998733521e-01
2.272727340459823608e-01,2.530395090579986572e-01
2.318181842565536499e-01,2.632569074630737305e-01
2.363636344671249390e-01,2.736755907535552979e-01
2.409090846776962280e-01,2.842959463596343994e-01
2.454545497894287109e-01,2.951177656650543213e-01
2.500000000000000000e-01,3.061410188674926758e-01
2.545454502105712891e-01,3.173660039901733398e-01
2.590909004211425781e-01,3.287918269634246826e-01
2.636363506317138672e-01,3.404194414615631104e-01
2.681818306446075439e-01,3.522485494613647461e-01
2.727272808551788330e-01,3.642789423465728760e-01
2.772727310657501221e-01,3.765107989311218262e-01
2.818181812763214111e-01,3.889438807964324951e-01
2.863636314868927002e-01,4.015784859657287598e-01
2.909090816974639893e-01,4.144147932529449463e-01
2.954545319080352783e-01,4.274521172046661377e-01
3.000000119209289551e-01,4.406912922859191895e-01
3.045454621315002441e-01,4.541316628456115723e-01
3.090909123420715332e-01,4.677734971046447754e-01
3.136363625526428223e-01,4.816170334815979004e-01
3.181818127632141113e-01,4.956620335578918457e-01
3.227272629737854004e-01,5.099081397056579590e-01
3.272727131843566895e-01,5.243560671806335449e-01
3.318181931972503662e-01,5.390052199363708496e-01
3.363636434078216553e-01,5.538560152053833008e-01
3.409090936183929443e-01,5.689090490341186523e-01
3.454545438289642334e-01,5.841625928878784180e-01
3.499999940395355225e-01,5.996179580688476562e-01
3.545454442501068115e-01,6.152746081352233887e-01
3.590908944606781006e-01,6.311331391334533691e-01
3.636363744735717773e-01,6.471934914588928223e-01
3.681818246841430664e-01,6.634545922279357910e-01
3.727272748947143555e-01,6.799180507659912109e-01
3.772727251052856445e-01,6.965821981430053711e-01
3.818181753158569336e-01,7.134481072425842285e-01
3.863636255264282227e-01,7.305152416229248047e-01
3.909091055393218994e-01,7.477836608886718750e-01
3.954545557498931885e-01,7.652528882026672363e-01
4.000000059604644775e-01,7.829242348670959473e-01
4.045454561710357666e-01,8.007962107658386230e-01
4.090909063816070557e-01,8.188689351081848145e-01
4.136363565921783447e-01,8.371425867080688477e-01
4.181818068027496338e-01,8.556177020072937012e-01
4.227272868156433105e-01,8.742927908897399902e-01
4.272727370262145996e-01,8.931683301925659180e-01
4.318181872367858887e-01,9.122446775436401367e-01
4.363636374473571777e-01,9.315210580825805664e-01
4.409090876579284668e-01,9.509977102279663086e-01
4.454545378684997559e-01,9.706739783287048340e-01
4.499999880790710449e-01,9.905495643615722656e-01
